11,Japan,Shitara,i20,00:14:20.625,2024-07-26 23:03:33.299695
117,New-Zealand,Te-Akau-South,i20,00:13:56.333,2024-09-29 16:36:42.901889
134,Germany,Freisen,i20,00:03:40.952,2024-10-14 13:50:28.542744
140,Japan,Okazaki,i20,00:04:29.096,2024-10-25 22:34:43.36349
156,Wales,Great-Orme,i20,00:02:20.097,2024-11-08 17:00:49.244295
167,Japan,Shinshiro,i20,00:04:06.48,2024-11-22 18:31:18.033341
193,Italy,Lerno,i20,00:02:22.973,2024-12-11 15:01:26.59683
209,Italy,Baranta,i20,00:03:04.17,2024-12-23 13:54:18.977438
215,Turkey,Marmaris,i20,00:01:48.628,2024-12-30 02:32:35.148094
222,Monte-Carlo,Agnieres,i20,00:04:14.442,2025-01-28 14:00:36.638186
224,Monte-Carlo,Luceram,i20,00:03:50.235,2025-01-29 01:41:57.722683
226,Kenya,Ngema,i20,00:03:32.513,2025-02-01 21:41:31.901409
227,Kenya,Seyabei,i20,00:03:29.29,2025-02-03 00:55:22.792382
229,Wales,Brenig,i20,00:03:57.626,2025-02-06 17:53:09.084479
230,New-Zealand,Te-Hutewai,i20,00:05:06.789,2025-02-07 00:15:48.406985
231,Japan,Nagakute,i20,00:03:44.997,2025-02-07 00:53:39.631707
257,Germany,Moselland,i20,00:04:07.784,2025-03-14 15:28:32.924478
258,Mexico,Ibarrilla,i20,00:04:32.762,2025-04-04 22:09:03.828882
259,Mexico,Media-Luna-R,i20,00:02:46.869,2025-04-04 22:13:19.323126
260,Monte-Carlo,Col-De-Braus,i20,00:04:29.483,2025-04-20 01:12:18.341432
265,Portugal,Lousada,i20,00:02:26.31,2025-05-16 14:34:24.958743
266,Finland,Harju,i20,00:01:27.863,2025-05-16 14:49:55.32055
271,Sweden,Karlstad,i20,00:01:39.964,2025-05-16 15:33:19.169474
273,Mexico,Leon,i20,00:01:30.64,2025-05-17 01:41:29.527412
275,Italy,Ittiri,i20,00:01:48.751,2025-05-17 01:58:38.52808
276,Portugal,Viana-Do-Castelo,i20,00:03:06.535,2025-05-19 23:55:35.31009
277,Argentina,El-Condor,i20,00:04:49.23,2025-05-23 23:02:54.281076
278,Turkey,Cicekli,i20,00:04:22.619,2025-05-25 00:12:14.870743
279,Finland,Horkka,i20,00:03:17.524,2025-05-26 14:25:17.482812
280,Finland,Pihlajakoski,i20,00:04:05.027,2025-05-27 01:15:36.823918
281,Finland,Arvaja,i20,00:04:13.142,2025-07-06 12:52:48.009677
282,New-Zealand,Batley,i20,00:03:59.088,2025-07-16 19:45:35.158496
284,Germany,Panzerplatte,i20,00:01:37.673,2025-07-23 09:25:45.594596
285,Finland,Ouninpohja,i20,00:04:35.468,2025-07-28 16:00:28.816711
286,Sweden,Vargasen,i20,00:04:08.22,2025-07-29 16:12:47.825472
288,Wales,Hafren,i20,00:03:17.014,2025-08-01 00:26:06.283731
291,Argentina,Cuchilla-Nevada,i20,00:04:23.704,2025-08-01 12:06:18.815632
292,Portugal,Arganil,i20,00:04:27.057,2025-08-01 18:44:32.489979
293,Sweden,Torsby,i20,00:02:51.367,2025-08-02 00:03:07.485156
294,Turkey,Datca,i20,00:04:29.163,2025-08-02 12:43:11.2603
295,Portugal,Felgueiras,i20,00:05:11.13,2025-08-02 13:29:14.628346
297,New-Zealand,Brooks,i20,00:04:01.837,2025-08-02 14:08:41.743516
299,Portugal,Fafe,i20,00:02:59.78,2025-08-02 15:31:36.50414
